date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:54:10	42059/42059	---M-Z	200	added ('OK')	text/html	date:Sun,%2013%20Mar%202016%2006:56:17%20GMT	http://www.w3schools.com/charsets/ref_utf_latin_extended_a.asp	D:/Downloads/Offline%20Sites/W3S/W3School/www.w3schools.com/charsets/ref_utf_latin_extended_a.html	(from http://www.w3schools.com/charsets/default.asp)
12:54:14	50221/50221	---M-Z	200	added ('OK')	text/html	date:Sun,%2013%20Mar%202016%2006:58:24%20GMT	http://www.w3schools.com/charsets/ref_utf_latin_extended_b.asp	D:/Downloads/Offline%20Sites/W3S/W3School/www.w3schools.com/charsets/ref_utf_latin_extended_b.html	(from http://www.w3schools.com/charsets/default.asp)
12:54:17	36103/36103	---M-Z	200	added ('OK')	text/html	date:Sun,%2013%20Mar%202016%2006:45:54%20GMT	http://www.w3schools.com/charsets/ref_utf_modifiers.asp	D:/Downloads/Offline%20Sites/W3S/W3School/www.w3schools.com/charsets/ref_utf_modifiers.html	(from http://www.w3schools.com/charsets/default.asp)
12:54:18	38986/38986	---M-Z	200	added ('OK')	text/html	date:Sun,%2013%20Mar%202016%2006:35:41%20GMT	http://www.w3schools.com/charsets/ref_utf_diacritical.asp	D:/Downloads/Offline%20Sites/W3S/W3School/www.w3schools.com/charsets/ref_utf_diacritical.html	(from http://www.w3schools.com/charsets/default.asp)
12:54:19	55756/55756	---M-Z	200	added ('OK')	text/html	date:Sun,%2013%20Mar%202016%2005:42:24%20GMT	http://www.w3schools.com/charsets/ref_utf_cyrillic.asp	D:/Downloads/Offline%20Sites/W3S/W3School/www.w3schools.com/charsets/ref_utf_cyrillic.html	(from http://www.w3schools.com/charsets/default.asp)
12:54:21	31967/31967	---M-Z	200	added ('OK')	text/html	date:Sun,%2013%20Mar%202016%2006:37:14%20GMT	http://www.w3schools.com/charsets/ref_utf_cyrillic_supplement.asp	D:/Downloads/Offline%20Sites/W3S/W3School/www.w3schools.com/charsets/ref_utf_cyrillic_supplement.html	(from http://www.w3schools.com/charsets/default.asp)
12:54:22	38552/38552	---M-Z	200	added ('OK')	text/html	date:Sun,%2013%20Mar%202016%2005:45:01%20GMT	http://www.w3schools.com/charsets/ref_utf_punctuation.asp	D:/Downloads/Offline%20Sites/W3S/W3School/www.w3schools.com/charsets/ref_utf_punctuation.html	(from http://www.w3schools.com/charsets/default.asp)
12:54:23	30163/30163	---M-Z	200	added ('OK')	text/html	date:Sun,%2013%20Mar%202016%2006:58:27%20GMT	http://www.w3schools.com/charsets/ref_utf_currency.asp	D:/Downloads/Offline%20Sites/W3S/W3School/www.w3schools.com/charsets/ref_utf_currency.html	(from http://www.w3schools.com/charsets/default.asp)
12:54:23	41574/41574	---M-Z	200	added ('OK')	text/html	date:Sun,%2013%20Mar%202016%2006:45:57%20GMT	http://www.w3schools.com/charsets/ref_utf_greek.asp	D:/Downloads/Offline%20Sites/W3S/W3School/www.w3schools.com/charsets/ref_utf_greek.html	(from http://www.w3schools.com/charsets/default.asp)
12:54:25	35462/35462	---M-Z	200	added ('OK')	text/html	date:Sun,%2013%20Mar%202016%2005:32:03%20GMT	http://www.w3schools.com/charsets/ref_utf_letterlike.asp	D:/Downloads/Offline%20Sites/W3S/W3School/www.w3schools.com/charsets/ref_utf_letterlike.html	(from http://www.w3schools.com/charsets/default.asp)
12:54:25	39622/39622	---M-Z	200	added ('OK')	text/html	date:Sun,%2013%20Mar%202016%2007:11:20%20GMT	http://www.w3schools.com/charsets/ref_utf_arrows.asp	D:/Downloads/Offline%20Sites/W3S/W3School/www.w3schools.com/charsets/ref_utf_arrows.html	(from http://www.w3schools.com/charsets/default.asp)
12:54:27	52620/52620	---M-Z	200	added ('OK')	text/html	date:Sun,%2013%20Mar%202016%2006:41:18%20GMT	http://www.w3schools.com/charsets/ref_utf_math.asp	D:/Downloads/Offline%20Sites/W3S/W3School/www.w3schools.com/charsets/ref_utf_math.html	(from http://www.w3schools.com/charsets/default.asp)
12:54:27	42232/42232	---M-Z	200	added ('OK')	text/html	date:Sun,%2013%20Mar%202016%2005:47:06%20GMT	http://www.w3schools.com/charsets/ref_utf_box.asp	D:/Downloads/Offline%20Sites/W3S/W3School/www.w3schools.com/charsets/ref_utf_box.html	(from http://www.w3schools.com/charsets/default.asp)
12:54:29	30983/30983	---M-Z	200	added ('OK')	text/html	date:Sun,%2013%20Mar%202016%2005:47:07%20GMT	http://www.w3schools.com/charsets/ref_utf_block.asp	D:/Downloads/Offline%20Sites/W3S/W3School/www.w3schools.com/charsets/ref_utf_block.html	(from http://www.w3schools.com/charsets/default.asp)
12:54:29	37745/37745	---M-Z	200	added ('OK')	text/html	date:Sun,%2013%20Mar%202016%2006:58:31%20GMT	http://www.w3schools.com/charsets/ref_utf_geometric.asp	D:/Downloads/Offline%20Sites/W3S/W3School/www.w3schools.com/charsets/ref_utf_geometric.html	(from http://www.w3schools.com/charsets/default.asp)
